"Module","Topic","EnglishTerm","Chinese","SimpleEnglish","ChineseExplanation","SourceFile","RawFile","CandidateType"
"04","Preference Learning / RLHF","preference generalization","鍋忓ソ娉涘寲","Applying learned preferences to new prompts.","閬囧埌鏂伴棶棰樹篃鑳芥部鐢ㄥ鍒扮殑鍋忓ソ銆?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","out-of-distribution preference","鍒嗗竷澶栧亸濂?","Preference behavior on inputs unlike training examples.","闈㈠璁粌涓病瑙佽繃鐨勬儏鍐垫椂鐨勫亸濂借〃鐜般€?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","alignment generalization","瀵归綈娉涘寲","Preserving desired behavior across new situations.","鎹㈡柊闂鍚庝粛淇濇寔绗﹀悎鐩爣鐨勮涓恒€?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","preference consistency","鍋忓ソ涓€鑷存€?","Stability of judgments or learned preferences.","涓嶅悓璇勪环鎴栦笉鍚屽満鏅笅鍋忓ソ鏄惁绋冲畾銆?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","annotator agreement","鏍囨敞鑰呬竴鑷存€?","How often evaluators make the same judgment.","涓嶅悓璇勪环鑰呮槸鍚﹂€夊嚭鍚屼竴涓洿濂藉洖绛斻€?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","inter-rater agreement","璇勪环鑰呴棿涓€鑷存€?","Agreement among multiple evaluators.","澶氫釜璇勪环浜哄郊姝ゅ垽鏂槸鍚︿竴鑷淬€?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","feedback quality","鍙嶉璐ㄩ噺","How reliable and useful preference feedback is.","璇勪环淇℃伅鏄惁鍙潬銆佹竻妤氥€佹湁鐢ㄣ€?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","data quality","鏁版嵁璐ㄩ噺","The reliability and consistency of preference data.","鍋忓ソ鏁版嵁鏄惁鍑嗙‘銆佺ǔ瀹氥€?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","label quality","鏍囩璐ㄩ噺","The reliability of preference labels.","鏍囨敞鏄惁鍊煎緱淇′换銆?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","reward misspecification","濂栧姳璁惧畾閿欒","A reward signal that fails to represent the intended preference.","濂栧姳鍒嗘暟璁捐閿欎簡锛屾病鐪熸琛ㄨ揪鎯宠鐨勮涓恒€?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","reward hacking","濂栧姳鎶曟満锛涘鍔遍粦瀹?","Exploiting a reward signal without achieving the real goal.","妯″瀷閽诲鍔辫鍒欑┖瀛愶紝鍗存病鐪熸鍋氬ソ浠诲姟銆?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","specification gaming","瑙勮寖鎶曟満","Satisfying a formal rule while missing its intended purpose.","琛ㄩ潰婊¤冻瑙勫垯锛屼絾鍋忕鐪熸鎰忓浘銆?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","proxy objective","浠ｇ悊鐩爣","A measurable signal standing in for a harder goal.","鐢ㄥ鏄撹　閲忕殑淇″彿浠ｆ浛鐪熸鎯宠鐨勭洰鏍囥€?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","proxy signal","浠ｇ悊淇″彿","An indirect signal used to guide training.","闂存帴琛ㄧず鐩爣鐨勫弽棣堜俊鍙枫€?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","reward-model overoptimization","濂栧姳妯″瀷杩囧害浼樺寲","Optimizing a learned reward too strongly at the expense of quality.","杩囧垎杩芥眰濂栧姳妯″瀷鍒嗘暟锛屽弽鑰屽洖绛斿彉宸€?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","preference drift","鍋忓ソ婕傜Щ","A change in desired preferences over time or contexts.","浜轰滑鐨勫亸濂介殢鏃堕棿鎴栧満鏅彂鐢熷彉鍖栥€?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","feedback loop","鍙嶉鍥炶矾","A cycle where feedback changes later model behavior.","璇勪环褰卞搷璁粌锛岃缁冨張褰卞搷鍚庣画鍥炵瓟鐨勫惊鐜€?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","iterative alignment","杩唬寮忓榻?","Repeatedly collecting feedback and improving behavior.","鍙嶅鏀堕泦鍙嶉銆佽缁冦€佸啀鏀硅繘銆?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","continuous improvement","鎸佺画鏀硅繘","Repeatedly improving model behavior with new feedback.","鐢ㄦ柊鐨勮瘎浠蜂笉鏂妯″瀷鍙樺ソ銆?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","deployment feedback","閮ㄧ讲鍙嶉","Feedback collected from real-world model use.","妯″瀷涓婄嚎鍚庝粠鐪熷疄浣跨敤涓敹闆嗙殑鍙嶉銆?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","production feedback","鐢熶骇鐜鍙嶉","Feedback from a live system.","姝ｅ紡杩愯鐨勭郴缁熼噷浜х敓鐨勮瘎浠枫€?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","online preference data","鍦ㄧ嚎鍋忓ソ鏁版嵁","Preference data collected during live use.","绯荤粺杩愯鏃舵敹闆嗗埌鐨勫亸濂借褰曘€?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","offline preference data","绂荤嚎鍋忓ソ鏁版嵁","Preference data collected before training or evaluation.","璁粌鍓嶅氨鍑嗗濂界殑鍋忓ソ鏁版嵁銆?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","human-in-the-loop","浜哄湪鍥炶矾涓?","A setup where people provide judgments during the process.","璁粌娴佺▼涓湁浜哄弬涓庤瘎浠峰拰鎸囧銆?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","human oversight","浜虹被鐩戠潱","People monitor or guide model behavior.","浜烘潵鐩戠潱妯″瀷鏄惁鎸夐鏈熷伐浣溿€?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","preference feedback loop","鍋忓ソ鍙嶉寰幆","Repeatedly using preference judgments to update a model.","璇勪环鍥炵瓟銆佹洿鏂版ā鍨嬨€佸啀璇勪环鐨勫惊鐜€?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Preference Learning / RLHF","alignment feedback loop","瀵归綈鍙嶉寰幆","A feedback cycle for improving alignment.","涓嶆柇鏍规嵁鍙嶉璁╂ā鍨嬫洿绗﹀悎鐩爣銆?","04-preference-learning-rlhf.html","04-preference-learning-rlhf.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","Prompting","鎻愮ず锛涙彁绀鸿璁?","Guiding a model by giving it instructions or source material at runtime.","鍦ㄦā鍨嬪伐浣滄椂鍛婅瘔瀹冭鍋氫粈涔堛€佹€庝箞鍋氥€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","prompting","鎻愮ず锛涙彁绀鸿璁?","Guiding a model through instructions or supplied material.","鐢ㄦ彁绀鸿瘝寮曞妯″瀷瀹屾垚浠诲姟鐨勬柟娉曘€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","prompt","鎻愮ず璇嶏紱鎻愮ず","Text or other input that tells a generative system what to do.","浜ょ粰鐢熸垚寮?AI 鐨勪换鍔¤鏄庢垨杈撳叆銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","system prompt","绯荤粺鎻愮ず","Instructions that define rules or behavior for the model.","缁欐ā鍨嬭瀹氳韩浠姐€佽鍒欏拰宸ヤ綔鏂瑰紡鐨勬彁绀恒€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","user prompt","鐢ㄦ埛鎻愮ず","The user-provided request or instruction.","鐢ㄦ埛鐩存帴浜ょ粰妯″瀷鐨勯棶棰樻垨瑕佹眰銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","SYSTEM / USER PROMPT","绯荤粺锛忕敤鎴锋彁绀?","The combined instruction layer supplied at runtime.","绯荤粺瑙勫垯鍜岀敤鎴疯姹傜粍鎴愮殑杩愯鏃舵寚浠ゃ€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","instructions","鎸囦护锛涜鏄?","Guidance that tells a model what to do.","鍛婅瘔妯″瀷琛屽姩鏂瑰悜鐨勬枃瀛楄姹傘€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","clear instructions","娓呮櫚鎸囦护","Instructions that make the requested behavior easier to follow.","鍐欏緱鏄庣‘銆佽妯″瀷涓嶅鏄撹瑙ｇ殑瑕佹眰銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","task rules","浠诲姟瑙勫垯","Rules that constrain how a task should be performed.","瀹屾垚浠诲姟鏃跺繀椤婚伒瀹堢殑瑙勫垯銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","runtime","杩愯鏃?","The period when an application is actively handling a request.","鐢ㄦ埛鍙戞潵璇锋眰銆佺郴缁熸鍦ㄥ鐞嗙殑鏃堕棿銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","runtime instruction","杩愯鏃舵寚浠?","An instruction supplied while the model is being used.","妯″瀷宸茬粡涓婄嚎宸ヤ綔鏃朵复鏃剁粰瀹冪殑璇存槑銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","runtime guidance","杩愯鏃跺紩瀵?","Guidance provided during inference rather than training.","涓嶉噸鏂拌缁冩ā鍨嬨€佸湪浣跨敤鏃剁粰鐨勫紩瀵笺€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","RAG","妫€绱㈠寮虹敓鎴?","Generation guided by information retrieved at runtime.","鍏堟煡璧勬枡锛屽啀璁╂ā鍨嬬粨鍚堣祫鏂欑敓鎴愮瓟妗堛€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","Retrieval-Augmented Generation","妫€绱㈠寮虹敓鎴?","A method that retrieves relevant information and adds it to generation context.","鍏堜粠璧勬枡搴撴壘鐩稿叧鍐呭锛屽啀鎶婂唴瀹逛氦缁欐ā鍨嬪洖绛斻€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","retrieval","妫€绱?","Finding and bringing relevant external information into a task.","浠庡閮ㄨ祫鏂欎腑鎵惧嚭鐩稿叧淇℃伅銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","retrieve","妫€绱紱鍙栧洖","Find and return relevant information.","鎵惧埌骞跺彇鍥炴湁鐢ㄧ殑璧勬枡銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","retrieved information","妫€绱㈠埌鐨勪俊鎭?","External information found for the current request.","閽堝褰撳墠闂鏌ュ埌鐨勮祫鏂欍€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","retrieved context","妫€绱笂涓嬫枃","Retrieved material supplied to the model as context.","鏌ュ埌鍚庢斁杩涜姹傞噷鐨勫弬鑰冭祫鏂欍€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","external context","澶栭儴涓婁笅鏂?","Information outside the model鈥檚 original request or parameters.","妯″瀷鍘熸湰鐪嬩笉鍒般€佺敱澶栭儴琛ュ厖杩涙潵鐨勪俊鎭€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","context","涓婁笅鏂?","Information available to the model while producing a response.","妯″瀷褰撳墠鍙互鐪嬪埌骞跺弬鑰冪殑鍐呭銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","available context","鍙敤涓婁笅鏂?","The information exposed to the model for a request.","杩欐鍥炵瓟鏃舵ā鍨嬭兘鐪嬪埌鐨勮祫鏂欒寖鍥淬€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","RAG context","RAG 涓婁笅鏂?","Retrieved information added to a model request.","RAG 鏌ュ埌骞朵氦缁欐ā鍨嬪弬鑰冪殑鍐呭銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","current context","褰撳墠涓婁笅鏂?","Information relevant to the present request and time.","杩欎竴娆″洖绛旀墍渚濇嵁鐨勬渶鏂扮浉鍏充俊鎭€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","current information","褰撳墠淇℃伅","Information that reflects the present state or latest facts.","鐜板湪鏈夋晥銆佷笉鏄棫鐗堟湰鐨勮祫鏂欍€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","changing facts","鍙樺寲涓殑浜嬪疄","Facts that may change after a model was trained.","浼氶殢鏃堕棿鏇存柊鐨勬斂绛栥€佷环鏍兼垨鏁版嵁銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","external knowledge","澶栭儴鐭ヨ瘑","Knowledge supplied from outside the model.","浠庢ā鍨嬪閮ㄨ祫鏂欏簱鎴栨枃浠舵彁渚涚殑鐭ヨ瘑銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","private information","绉佹湁淇℃伅","Information restricted to an organization or permitted users.","涓嶆槸鍏紑璧勬枡銆佸彧鏈夌壒瀹氫汉鑳界湅鐨勪俊鎭€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","frequently changing information","缁忓父鍙樺寲鐨勪俊鎭?","Information that is updated often.","缁忓父淇敼銆侀渶瑕佷笉鏂幏鍙栨渶鏂扮増鏈殑鍐呭銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","knowledge retrieval","鐭ヨ瘑妫€绱?","Retrieving relevant knowledge for a task.","涓轰簡鍥炵瓟闂鍘荤煡璇嗗簱閲屾壘璧勬枡銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","knowledge base","鐭ヨ瘑搴?","A collection of information used as a retrieval source.","涓撻棬瀛樻斁鍙煡璇㈣祫鏂欑殑鍦版柟銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","document retrieval","鏂囨。妫€绱?","Finding relevant documents for a request.","浠庡緢澶氭枃浠朵腑鎵惧埌鍜岄棶棰樻湁鍏崇殑鏂囦欢銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","source document","鏉ユ簮鏂囨。","A document used to supply facts or evidence.","浣滀负鍥炵瓟渚濇嵁鐨勫師濮嬫枃浠躲€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","source material","鏉ユ簮鏉愭枡","Material supplied to guide a task or generation.","缁欐ā鍨嬪弬鑰冪殑鍘熷璧勬枡銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","latest HR policy","鏈€鏂?HR 鏀跨瓥","The current version of a human-resources policy.","鍏徃浜轰簨鏀跨瓥鐨勬渶鏂扮増鏈€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","current product policies","褰撳墠浜у搧鏀跨瓥","Product rules and policies that are valid now.","鐜板湪浠嶇劧鏈夋晥鐨勪骇鍝佽瀹氥€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","policy information","鏀跨瓥淇℃伅","Information describing an organization鈥檚 rules.","璇存槑鍏徃瑙勫畾鎴栨斂绛栫殑璧勬枡銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","employee leave-policy question","鍛樺伐浼戝亣鏀跨瓥闂","A question about rules for employee leave.","鍛樺伐璇㈤棶璇峰亣瑙勫畾鐨勯棶棰樸€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","employee leave policy","鍛樺伐浼戝亣鏀跨瓥","Rules governing employee leave.","鍏徃瑙勫畾鍛樺伐濡備綍璇峰亣銆佷紤鍋囩殑瑙勫垯銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","fine-tuning","寰皟","Additional training that changes a model for narrower behavior or tasks.","鍦ㄥ熀纭€妯″瀷涓婄户缁缁冿紝璁╁畠鏇撮€傚悎鐗瑰畾鐢ㄩ€斻€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","fine-tuned model","寰皟妯″瀷","A model adapted by additional training.","缁忚繃棰濆璁粌銆佽涓烘洿涓撻棬鐨勬ā鍨嬨€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","additional training","棰濆璁粌","Training performed after an initial model has been created.","鍩虹璁粌涔嬪悗鍐嶈繘琛岀殑涓€杞缁冦€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","training","璁粌","The process of changing model parameters using examples.","鐢ㄥ緢澶氫緥瀛愯皟鏁存ā鍨嬪唴閮ㄦ暟鍊肩殑杩囩▼銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","training examples","璁粌绀轰緥","Examples used to teach a desired model behavior.","鐢ㄦ潵鏁欐ā鍨嬪簲璇ユ€庢牱鍥炵瓟鎴栬鍔ㄧ殑渚嬪瓙銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","desired behavior","鏈熸湜琛屼负","The response behavior a system is intended to produce.","甯屾湜妯″瀷绋冲畾琛ㄧ幇鍑烘潵鐨勬柟寮忋€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","learned behavior","瀛︿範鍒扮殑琛屼负","Behavior encoded through training.","妯″瀷璁粌鍚庡浼氬苟淇濈暀涓嬫潵鐨勮〃鐜版柟寮忋€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","specialized behavior","涓撻棬鍖栬涓?","Behavior suited to a particular domain or task.","閽堝鏌愪釜琛屼笟鎴栦换鍔＄壒鍒€傞厤鐨勮涓恒€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","task-specific behavior","浠诲姟鐗瑰畾琛屼负","Behavior adapted for one particular use.","涓烘煇涓€涓叿浣撶敤閫旇璁＄殑琛ㄧ幇銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","model adaptation","妯″瀷閫傞厤","Changing or guiding a model to fit a task.","璁╅€氱敤妯″瀷鏇撮€傚悎鏌愪釜瀹為檯浠诲姟銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","task adaptation","浠诲姟閫傞厤","Adjusting a model or application for a specific task.","鏍规嵁浠诲姟闇€瑕佽皟鏁存ā鍨嬫垨搴旂敤銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","model parameters","妯″瀷鍙傛暟","Numerical values changed during training and used by the model.","妯″瀷鍐呴儴淇濆瓨瑙勫緥鐨勪竴澶ф壒鏁板瓧銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","parameters","鍙傛暟","Internal numerical values that determine model behavior.","鍐冲畾妯″瀷濡備綍澶勭悊杈撳叆鐨勫唴閮ㄦ暟鍊笺€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","learned parameters","瀛︿範寰楀埌鐨勫弬鏁?","Parameters obtained through training.","妯″瀷浠庤缁冧緥瀛愪腑瀛﹀嚭鏉ョ殑鏁板€笺€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","parameter change","鍙傛暟鍙樺寲","A change to the model鈥檚 learned numerical values.","妯″瀷鍐呴儴瀛﹀埌鐨勬暟瀛楄閲嶆柊璋冩暣銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","learned model behavior","瀛﹀埌鐨勬ā鍨嬭涓?","Behavior represented in the trained model.","璁粌鍚庢ā鍨嬫瘮杈冨浐瀹氱殑鍥炵瓟鎴栬鍔ㄥ€惧悜銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","base model","鍩虹妯″瀷锛涘簳搴фā鍨?","A general model used as the starting point for adaptation.","鍚庣画鎻愮ず銆佹绱㈡垨寰皟鎵€鍩轰簬鐨勯€氱敤妯″瀷銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","foundation model","鍩虹妯″瀷","A broadly trained model reusable across many tasks.","鍏堝箍娉涜缁冦€佸彲浠ュ啀閫傞厤澶氱浠诲姟鐨勬ā鍨嬨€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","model","妯″瀷","A learned mechanism that maps inputs to outputs.","瀛﹁繃瑙勫緥銆佽兘鎶婅緭鍏ュ彉鎴愯緭鍑虹殑绋嬪簭銆?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","AI model","AI 妯″瀷","A model used to perform an artificial-intelligence task.","鐢ㄦ潵瀹屾垚 AI 浠诲姟鐨勬ā鍨嬨€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","generative model","鐢熸垚妯″瀷","A model that creates new outputs.","鑳芥牴鎹緭鍏ヤ骇鍑烘柊鍐呭鐨勬ā鍨嬨€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","capability","鑳藉姏","What a model is able to do.","妯″瀷鑳藉畬鎴愬摢浜涗簨鎯呫€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
"04","Prompting vs RAG vs Fine-tuning","model capability","妯″瀷鑳藉姏","The abilities already available in a model.","妯″瀷鏈韩宸茬粡鍏峰鐨勫鐞嗚兘鍔涖€?","04-prompting-vs-rag-vs-fine-tuning.html","04-prompting-vs-rag-vs-fine-tuning.md","Main Candidate"
